route_id,service_id,trip_id,direction_id,block_id,shape_id,trip_type
290,C.495,7607500,1,9062,347140,
100,C.495,7604535,0,9065,347047,
100,C.495,7604534,0,9070,347047,
100,C.495,7604533,0,9067,347051,
100,C.495,7604532,0,9068,347047,
100,C.495,7604531,0,9069,347047,
100,C.495,7604530,0,9082,347048,
100,C.495,7604529,0,9022,347061,
100,C.495,7604528,0,9083,347048,
100,C.495,7604527,0,9021,347061,
100,C.495,7604526,0,9081,347048,
100,C.495,7604525,0,9018,347046,
100,C.495,7604524,0,9020,347061,
100,C.495,7604523,0,9086,347048,
100,C.495,7604522,0,9004,347046,
100,C.495,7604521,0,9019,347061,
100,C.495,7604520,0,9003,347046,
100,C.495,7604519,0,9066,347051,
100,C.495,7604518,0,9063,347047,
100,C.495,7604517,0,9001,347046,
100,C.495,7604516,0,9062,347051,
100,C.495,7604515,0,9008,347046,
100,C.495,7604514,0,9060,347051,
100,C.495,7604513,0,9022,347046,
100,C.495,7604512,0,9080,347047,
100,C.495,7604511,0,9061,347047,
100,C.495,7604510,0,9007,347046,
100,C.495,7604509,0,9064,347051,
100,C.495,7604508,0,9021,347046,
100,C.495,7604507,0,9006,347046,
100,C.495,7604506,0,9088,347048,
100,C.495,7604505,0,9020,347046,
100,C.495,7604504,0,9005,347046,
100,C.495,7604503,0,9087,347048,
100,C.495,7604502,0,9019,347046,
100,C.495,7604501,0,9026,347046,
190,C.495,7605550,1,9060,347105,
100,C.495,7604500,0,9085,347048,
100,C.495,7604499,0,9018,347046,
100,C.495,7604498,0,9025,347046,
100,C.495,7604497,0,9084,347048,
100,C.495,7604496,0,9004,347046,
100,C.495,7604495,0,9024,347046,
100,C.495,7604494,0,9003,347046,
100,C.495,7604493,0,9023,347046,
100,C.495,7604492,0,9002,347046,
100,C.495,7604491,0,9001,347046,
100,C.495,7604490,0,9008,347046,
100,C.495,7604489,0,9022,347046,
100,C.495,7604488,0,9007,347046,
100,C.495,7604487,0,9021,347046,
100,C.495,7604486,0,9006,347046,
100,C.495,7604485,0,9020,347046,
100,C.495,7604484,0,9005,347046,
100,C.495,7604483,0,9019,347046,
100,C.495,7604482,0,9026,347046,
100,C.495,7604481,0,9018,347046,
100,C.495,7604480,0,9025,347056,
100,C.495,7604479,0,9004,347046,
100,C.495,7604478,0,9024,347046,
100,C.495,7604477,0,9003,347046,
100,C.495,7604476,0,9023,347056,
100,C.495,7604475,0,9002,347046,
100,C.495,7604474,0,9001,347046,
100,C.495,7604473,0,9008,347046,
100,C.495,7604472,0,9022,347046,
100,C.495,7604471,0,9007,347046,
100,C.495,7604470,0,9021,347046,
100,C.495,7604469,0,9006,347046,
100,C.495,7604468,0,9020,347046,
100,C.495,7604467,0,9005,347046,
100,C.495,7604466,0,9019,347046,
100,C.495,7604465,0,9026,347046,
100,C.495,7604464,0,9018,347046,
100,C.495,7604463,0,9025,347046,
100,C.495,7604462,0,9004,347046,
100,C.495,7604461,0,9049,347054,
100,C.495,7604460,0,9024,347046,
100,C.495,7604459,0,9003,347046,
100,C.495,7604458,0,9008,347050,
100,C.495,7604457,0,9048,347054,
100,C.495,7604456,0,9023,347046,
100,C.495,7604455,0,9002,347046,
100,C.495,7604454,0,9007,347050,
100,C.495,7604453,0,9047,347054,
100,C.495,7604452,0,9001,347046,
100,C.495,7604451,0,9006,347050,
100,C.495,7604450,0,9046,347054,
100,C.495,7604449,0,9022,347046,
100,C.495,7604448,0,9005,347050,
100,C.495,7604447,0,9045,347054,
100,C.495,7604446,0,9021,347046,
100,C.495,7604445,0,9020,347046,
100,C.495,7604444,0,9004,347050,
100,C.495,7604443,0,9019,347046,
100,C.495,7604442,0,9003,347050,
100,C.495,7604441,0,9018,347046,
100,C.495,7604440,0,9002,347050,
100,C.495,7604439,0,9001,347050,
100,C.495,7604438,0,9044,347052,
100,C.495,7604437,0,9043,347052,
100,C.495,7604436,0,9042,347052,
100,C.495,7604435,0,9041,347052,
100,C.495,7604434,0,9040,347054,
90,C.495,7603585,0,9047,347011,
90,C.495,7603584,0,9041,347011,
90,C.495,7603583,0,9046,347011,
90,C.495,7603582,0,9040,347011,
90,C.495,7603581,0,9045,347011,
90,C.495,7603580,0,9044,347011,
90,C.495,7603579,0,9049,347011,
90,C.495,7603578,0,9043,347011,
90,C.495,7603577,0,9048,347011,
90,C.495,7603576,0,9042,347011,
90,C.495,7603575,0,9047,347011,
90,C.495,7603574,0,9041,347011,
90,C.495,7603573,0,9046,347011,
90,C.495,7603572,0,9040,347011,
90,C.495,7603571,0,9045,347011,
90,C.495,7603570,0,9044,347011,
90,C.495,7603569,0,9049,347011,
90,C.495,7603568,0,9043,347011,
90,C.495,7603567,0,9048,347011,
90,C.495,7603566,0,9042,347011,
90,C.495,7603565,0,9047,347011,
90,C.495,7603564,0,9041,347011,
90,C.495,7603563,0,9046,347011,
90,C.495,7603562,0,9040,347011,
90,C.495,7603561,0,9045,347011,
90,C.495,7603560,0,9044,347011,
90,C.495,7603559,0,9049,347013,
90,C.495,7603558,0,9043,347011,
90,C.495,7603557,0,9048,347013,
90,C.495,7603556,0,9042,347011,
90,C.495,7603555,0,9047,347013,
90,C.495,7603554,0,9041,347011,
90,C.495,7603553,0,9046,347013,
90,C.495,7603552,0,9040,347011,
90,C.495,7603551,0,9045,347013,
90,C.495,7603550,0,9044,347011,
90,C.495,7603549,0,9043,347011,
90,C.495,7603548,0,9042,347011,
90,C.495,7603547,0,9041,347011,
90,C.495,7603546,0,9040,347011,
90,C.495,7603545,0,9044,347013,
90,C.495,7603544,0,9043,347013,
90,C.495,7603543,0,9042,347013,
90,C.495,7603542,0,9041,347013,
90,C.495,7603541,0,9040,347012,
290,C.495,7607355,0,9070,347139,
290,C.495,7607354,0,9069,347139,
290,C.495,7607353,0,9067,347139,
290,C.495,7607352,0,9065,347139,
290,C.495,7607351,0,9068,347139,
290,C.495,7607350,0,9070,347139,
290,C.495,7607349,0,9069,347139,
290,C.495,7607348,0,9063,347139,
290,C.495,7607347,0,9067,347139,
290,C.495,7607346,0,9066,347139,
290,C.495,7607345,0,9061,347139,
290,C.495,7607344,0,9065,347139,
290,C.495,7607343,0,9062,347139,
290,C.495,7607342,0,9068,347139,
290,C.495,7607341,0,9060,347139,
290,C.495,7607340,0,9070,347139,
290,C.495,7607339,0,9064,347139,
290,C.495,7607338,0,9069,347139,
290,C.495,7607337,0,9063,347139,
290,C.495,7607336,0,9067,347139,
290,C.495,7607335,0,9066,347139,
290,C.495,7607334,0,9061,347139,
290,C.495,7607333,0,9065,347139,
290,C.495,7607332,0,9062,347139,
290,C.495,7607331,0,9068,347139,
290,C.495,7607330,0,9060,347139,
200,C.495,7606774,1,9082,347130,
200,C.495,7606773,1,9083,347130,
200,C.495,7606772,1,9081,347130,
200,C.495,7606771,1,9082,347129,
200,C.495,7606770,1,9086,347130,
200,C.495,7606769,1,9083,347129,
200,C.495,7606768,1,9081,347129,
100,C.495,7604903,1,9047,347072,
100,C.495,7604902,1,9046,347070,
100,C.495,7604901,1,9022,347063,
100,C.495,7604900,1,9045,347070,
100,C.495,7604899,1,9021,347063,
100,C.495,7604898,1,9049,347070,
100,C.495,7604897,1,9020,347063,
100,C.495,7604896,1,9048,347070,
100,C.495,7604895,1,9019,347063,
100,C.495,7604894,1,9042,347070,
100,C.495,7604893,1,9026,347063,
100,C.495,7604892,1,9018,347063,
100,C.495,7604891,1,9041,347070,
290,C.495,7607329,0,9070,347139,
290,C.495,7607328,0,9064,347139,
290,C.495,7607327,0,9069,347139,
290,C.495,7607326,0,9063,347139,
290,C.495,7607325,0,9067,347139,
290,C.495,7607324,0,9066,347139,
290,C.495,7607323,0,9061,347139,
290,C.495,7607322,0,9065,347139,
290,C.495,7607321,0,9062,347139,
290,C.495,7607320,0,9068,347139,
290,C.495,7607319,0,9060,347139,
290,C.495,7607318,0,9070,347139,
290,C.495,7607317,0,9064,347139,
290,C.495,7607316,0,9069,347139,
290,C.495,7607315,0,9063,347139,
290,C.495,7607314,0,9067,347139,
290,C.495,7607313,0,9066,347139,
290,C.495,7607312,0,9061,347139,
290,C.495,7607311,0,9065,347139,
290,C.495,7607310,0,9062,347139,
290,C.495,7607309,0,9068,347139,
290,C.495,7607308,0,9060,347139,
290,C.495,7607307,0,9070,347139,
290,C.495,7607306,0,9064,347139,
290,C.495,7607305,0,9069,347139,
290,C.495,7607304,0,9063,347139,
290,C.495,7607303,0,9067,347139,
290,C.495,7607302,0,9066,347139,
290,C.495,7607301,0,9061,347139,
290,C.495,7607300,0,9065,347139,
290,C.495,7607299,0,9062,347139,
290,C.495,7607298,0,9060,347139,
290,C.495,7607297,0,9064,347139,
290,C.495,7607296,0,9063,347139,
190,C.495,7605405,0,9067,347101,
190,C.495,7605404,0,9065,347101,
190,C.495,7605403,0,9068,347101,
190,C.495,7605402,0,9070,347101,
190,C.495,7605401,0,9069,347101,
190,C.495,7605400,0,9067,347101,
190,C.495,7605399,0,9066,347101,
190,C.495,7605398,0,9065,347101,
190,C.495,7605397,0,9062,347101,
190,C.495,7605396,0,9068,347101,
190,C.495,7605395,0,9060,347101,
190,C.495,7605394,0,9070,347101,
190,C.495,7605393,0,9064,347101,
190,C.495,7605392,0,9069,347101,
190,C.495,7605391,0,9063,347101,
190,C.495,7605390,0,9067,347101,
190,C.495,7605389,0,9066,347101,
190,C.495,7605388,0,9061,347101,
190,C.495,7605387,0,9065,347101,
190,C.495,7605386,0,9062,347101,
190,C.495,7605385,0,9068,347101,
190,C.495,7605384,0,9060,347101,
190,C.495,7605383,0,9070,347101,
190,C.495,7605382,0,9064,347101,
190,C.495,7605381,0,9069,347101,
190,C.495,7605380,0,9063,347101,
190,C.495,7605379,0,9067,347101,
190,C.495,7605378,0,9066,347101,
190,C.495,7605377,0,9061,347101,
190,C.495,7605376,0,9065,347101,
190,C.495,7605375,0,9062,347101,
190,C.495,7605374,0,9068,347101,
190,C.495,7605373,0,9060,347101,
190,C.495,7605372,0,9070,347101,
190,C.495,7605371,0,9064,347101,
190,C.495,7605370,0,9069,347101,
190,C.495,7605369,0,9063,347101,
190,C.495,7605368,0,9067,347101,
190,C.495,7605367,0,9066,347101,
190,C.495,7605366,0,9061,347101,
190,C.495,7605365,0,9065,347101,
190,C.495,7605364,0,9062,347101,
190,C.495,7605363,0,9068,347101,
190,C.495,7605362,0,9060,347101,
190,C.495,7605361,0,9070,347101,
190,C.495,7605360,0,9064,347101,
190,C.495,7605359,0,9069,347101,
190,C.495,7605358,0,9063,347101,
190,C.495,7605357,0,9067,347101,
190,C.495,7605356,0,9066,347101,
190,C.495,7605355,0,9061,347101,
190,C.495,7605354,0,9065,347101,
190,C.495,7605353,0,9062,347101,
190,C.495,7605352,0,9068,347099,
190,C.495,7605351,0,9060,347101,
190,C.495,7605350,0,9064,347101,
190,C.495,7605349,0,9063,347101,
190,C.495,7605348,0,9061,347101,
190,C.495,7605347,0,9062,347101,
190,C.495,7605346,0,9060,347101,
190,C.495,7605345,0,9064,347100,
190,C.495,7605344,0,9063,347100,
190,C.495,7605343,0,9061,347100,
190,C.495,7605342,0,9062,347099,
190,C.495,7605341,0,9060,347098,
100,C.495,7604890,1,9025,347063,
100,C.495,7604889,1,9004,347063,
100,C.495,7604888,1,9040,347070,
100,C.495,7604887,1,9024,347063,
100,C.495,7604886,1,9003,347063,
100,C.495,7604885,1,9044,347070,
100,C.495,7604884,1,9023,347063,
100,C.495,7604883,1,9002,347063,
100,C.495,7604882,1,9043,347070,
100,C.495,7604881,1,9001,347063,
100,C.495,7604880,1,9008,347063,
100,C.495,7604879,1,9022,347063,
100,C.495,7604878,1,9007,347063,
100,C.495,7604877,1,9021,347063,
100,C.495,7604876,1,9006,347063,
100,C.495,7604875,1,9020,347063,
100,C.495,7604874,1,9005,347063,
100,C.495,7604873,1,9019,347063,
100,C.495,7604872,1,9026,347063,
100,C.495,7604871,1,9018,347063,
100,C.495,7604870,1,9025,347063,
100,C.495,7604869,1,9004,347063,
100,C.495,7604868,1,9024,347063,
100,C.495,7604867,1,9003,347063,
100,C.495,7604866,1,9023,347063,
100,C.495,7604865,1,9002,347063,
100,C.495,7604864,1,9001,347063,
100,C.495,7604863,1,9008,347063,
100,C.495,7604862,1,9022,347063,
100,C.495,7604861,1,9007,347079,
100,C.495,7604860,1,9021,347063,
100,C.495,7604859,1,9006,347063,
100,C.495,7604858,1,9020,347063,
100,C.495,7604857,1,9005,347063,
100,C.495,7604856,1,9019,347063,
100,C.495,7604855,1,9026,347063,
100,C.495,7604854,1,9018,347063,
100,C.495,7604853,1,9025,347063,
100,C.495,7604852,1,9004,347063,
100,C.495,7604851,1,9024,347063,
100,C.495,7604850,1,9003,347063,
100,C.495,7604849,1,9023,347063,
100,C.495,7604848,1,9002,347063,
100,C.495,7604847,1,9001,347063,
100,C.495,7604846,1,9008,347063,
100,C.495,7604845,1,9088,347074,
100,C.495,7604844,1,9022,347063,
100,C.495,7604843,1,9007,347063,
100,C.495,7604842,1,9087,347074,
100,C.495,7604841,1,9026,347078,
100,C.495,7604840,1,9021,347063,
100,C.495,7604839,1,9086,347075,
100,C.495,7604838,1,9006,347063,
100,C.495,7604837,1,9070,347075,
100,C.495,7604836,1,9068,347073,
100,C.495,7604835,1,9085,347074,
100,C.495,7604834,1,9025,347078,
100,C.495,7604833,1,9020,347063,
100,C.495,7604832,1,9069,347075,
